x,y,r,v
0.561812519480156,0.027702756614991143,-0.00021568336553768117,0.0
1.56475379566365,-0.013870617535220148,-7.217927847387711e-05,0.0
2.56724140209597,-0.06329311231995169,0.0001826862007934039,0.0
3.5693506905946744,-0.11925908755427342,0.0005777688863794754,0.0
4.571157012977322,-0.18046290305325527,0.001131874484662661,0.0
5.572735721061524,-0.2455989186319705,0.001845571971720761,0.0
6.574105083442028,-0.31445537092475034,0.002695665912837736,0.0
7.575385523588757,-0.3848105423528163,0.003634123066825607,0.0
8.576781049003053,-0.45303171340504156,0.004591526368549897,0.0
9.57843036258626,-0.5182496496033655,0.005484164190866671,0.0
10.580374985731005,-0.5780874158835547,0.006223532639576865,0.0
11.582689847551826,-0.6291914478293773,0.006726922910325549,0.0
12.58541314364151,-0.6699909354248575,0.006927695958593928,0.0
13.588528009832908,-0.7001475841006475,0.006783872832991401,0.0
14.591954416747985,-0.7189901383031839,0.0062839325341057595,0.0
15.595560756940511,-0.727747771298319,0.005449168722027029,0.0
16.599188576128682,-0.7290987795374354,0.004332412480788545,0.0
17.602901767809744,-0.720536353901962,0.003013218773440822,0.0
18.606636277525702,-0.706947325229684,0.0015898458275840032,0.0
19.610293863862328,-0.6955821917286673,0.00016888368462685972,0.0
20.613909939653606,-0.6875544020054932,-0.0011458113789401488,0.0
21.617490745462998,-0.6852999369293952,-0.0022627931507721182,0.0
22.621041948233927,-0.690753245812892,-0.0031095989827185267,0.0
23.624583958130305,-0.7030174180051434,-0.0036353977883830076,0.0
24.628126532185604,-0.719460153501896,-0.0038099382967895154,0.0
25.631694302212647,-0.7370286112204025,-0.0036200678972370653,0.0
26.63527337877496,-0.7546467704486163,-0.003065864210335887,0.0
27.63888773711879,-0.7681696516443325,-0.002158595927221573,0.0
28.642524999739056,-0.7799869458145738,-0.0009221715040345309,0.0
29.64615649914371,-0.7921900206926366,0.0006014814675666262,0.0
30.649761910579887,-0.8060873347457025,0.002344176887617158,0.0
31.653321836192603,-0.8229447268102495,0.00420267458698348,0.0
32.656847356516025,-0.8450893000549611,0.006032204350057281,0.0
33.660349506357974,-0.8703854754983013,0.007644995191546775,0.0
34.66381687766952,-0.8932284376612378,0.008815470345794463,0.0
35.667248299842136,-0.908932075509592,0.009292069322607172,0.0
36.67061626900252,-0.9145890315870937,0.008813942249296878,0.0
37.6739838487147,-0.9040345806603427,0.0071298070234855635,0.0
38.67731491107742,-0.884981710648732,0.004016587006435942,0.0
39.68053063768463,-0.8676276258958772,-0.0007029210797046836,0.0
40.68362981849794,-0.8563077640997768,-0.007142289169921366,0.0
41.687179144231926,-0.8511812041926214,-0.015332647183318164,0.0
42.69305759972788,-0.8352766862137483,-0.025204627551649105,0.0
43.69780980411333,-0.8332170277471599,-0.03657607212203914,0.0
44.70229646724882,-0.8519320039353437,-0.04915123905802462,0.0
45.71336608451473,-0.8899144759213286,-0.06253528118495098,0.0
46.70764750556406,-0.9918081435992782,-0.0762642752794685,0.0
47.672633033770374,-1.1830175674217691,-0.08984647843088651,0.0
48.615158756565265,-1.470496412533121,-0.10280665987611141,0.0
49.54163857361524,-1.8624586695427543,-0.11472572057420945,0.0
50.418240546085485,-2.368899106436914,-0.1252719474592366,0.0
51.20540471629099,-2.986535419240181,-0.13422331354089054,0.0
51.86782208465722,-3.696090767507893,-0.14147953530432988,0.0
52.41366942019161,-4.507894372306994,-0.14706061682034632,0.0
52.82587322125014,-5.391520335634345,-0.1510888759294122,0.0
53.094527355942056,-6.321625112024763,-0.15375419447934166,0.0
53.20697843797528,-7.309938125522551,-0.1552656026216522,0.0
53.197557553929876,-8.339256354827484,-0.15579652357832405,0.0
53.08539659797833,-9.35910100559734,-0.1554367396999297,0.0
52.862715317191594,-10.328557973920223,-0.1541665486077629,0.0
52.49821226429842,-11.227402239029225,-0.15186112450596956,0.0
51.99137035885744,-12.05425090473149,-0.14831919232024443,0.0
51.35487163233811,-12.80932334984752,-0.14330218240865328,0.0
50.6279851594203,-13.488936396633347,-0.13657414633798573,0.0
49.80366643425955,-14.067899160301426,-0.127941066728043,0.0
48.903454685747946,-14.517909554756342,-0.11729000984082374,0.0
47.96252512029475,-14.818979045352357,-0.10462346741929303,0.0
47.01113003374569,-15.003290433949322,-0.09008026362683164,0.0
46.04277705483256,-15.083743638098213,-0.07393630057142514,0.0
45.05220004878056,-15.072305707802034,-0.05658383109180181,0.0
44.04648679048403,-15.011429081185767,-0.03849395242863158,0.0
43.039453881248434,-14.958800274814287,-0.020173132619706078,0.0
42.03602426980078,-14.916889233567153,-0.0021281877036070907,0.0
41.037049878852706,-14.883000138458357,0.015149604720737474,0.0
40.038050448548134,-14.856639220842549,0.031181391448029415,0.0
39.040660243212045,-14.830350884263808,0.0454900714488018,0.0
38.03915820279894,-14.789311142867836,0.05759906193690222,0.0
37.040498404649206,-14.786779279492693,0.06705456946660301,0.0
36.051962178662414,-14.857646070885155,0.07347419936027971,0.0
35.089247952835414,-15.038151730208243,0.07660969934492078,0.0
34.1643075623556,-15.358342390724381,0.07640063151957108,0.0
33.28310099217207,-15.815009401557562,0.07299517168067886,0.0
32.438648999973395,-16.346551152076565,0.06672574500128449,0.0
31.61712535560238,-16.91641347943629,0.05804591664221875,0.0
30.804137249672525,-17.508449048215194,0.04745024686755773,0.0
29.99303560796431,-18.103943521861595,0.03540272900596128,0.0
29.17361420185437,-18.679697847740737,0.022293412447189433,0.0
28.351681866711004,-19.25042299645346,0.0084326991932143,0.0
27.52900829752579,-19.820245468770196,-0.005918572653827566,0.0
26.724244815734494,-20.415522736027153,-0.020496721057235462,0.0
25.94036315433546,-21.04277784398408,-0.034982431795113504,0.0
25.162908468736326,-21.678706032103463,-0.048970565864286365,0.0
24.375608414127534,-22.323452809596752,-0.061978023275249323,0.0
23.559475820932555,-22.925711247100185,-0.0734924027681073,0.0
22.701993696575435,-23.440039484049148,-0.0830507830133082,0.0
21.806640007088202,-23.823060908386502,-0.09032698493674013,0.0
20.876943933931738,-24.04756065792861,-0.09519970095298239,0.0
19.91917339346535,-24.10948952959045,-0.09777581062325565,0.0
18.94000892372618,-24.042983417086592,-0.09835531517589696,0.0
17.94988908246713,-23.908026798580977,-0.09734472337513686,0.0
16.95340539921825,-23.729805994717946,-0.0951454455509836,0.0
15.959133226199302,-23.51366904193672,-0.09205196108191721,0.0
14.98471681322186,-23.287227519372216,-0.08818851766455237,0.0
14.031147048841936,-23.019821401686865,-0.08349885646875886,0.0
13.107148143707674,-22.68562568930673,-0.07778717128151759,0.0
12.223071272698602,-22.255895510439142,-0.07079394142308743,0.0
11.386118209653441,-21.723264968121207,-0.06228175739210172,0.0
10.595121193823786,-21.09951331936962,-0.05210735024752159,0.0
9.855990854489743,-20.411430317000775,-0.04026523039166564,0.0
9.161350194504989,-19.684263586711634,-0.026899639660730383,0.0
8.495103399266704,-18.933278376774204,-0.012289566587536405,0.0
7.840514670008209,-18.170951305290707,0.003184642960947651,0.0
7.169307037844889,-17.431396805416156,0.019082938777038545,0.0
6.468052050968277,-16.72761732141123,0.0349451013427162,0.0
5.742570493501732,-16.041022422538948,0.05032088572674149,0.0
4.984004411002065,-15.37883870935269,0.06479012165177907,0.0
4.181660073377808,-14.771436540407837,0.07797736240811202,0.0
3.3331409541598345,-14.235088252876718,0.08956530361870887,0.0
2.4526661336461313,-13.784662953325013,0.09930740354663584,0.0
1.5433112676165648,-13.439018096092676,0.1070372033756754,0.0
0.6000983970308292,-13.209690174481933,0.11267020687196616,0.0
-0.37394226116071333,-13.113337672073643,0.11619302642695171,0.0
-1.3794769274782686,-13.148245814018885,0.11763617703659722,0.0
-2.3971109486951176,-13.26812622712758,0.11703428809322688,0.0
-3.396882867622748,-13.450977615697138,0.11438773740656476,0.0
-4.366090391202405,-13.7059745098562,0.10964414368199579,0.0
-5.303389364419285,-14.04677390510465,0.10271142902063883,0.0
-6.193196507716747,-14.477859829902423,0.0935007380746492,0.0
-7.022406819865424,-15.011064785640619,0.08198606398495308,0.0
-7.784478901914657,-15.642325043410871,0.06826250659994298,0.0
-8.48278602827597,-16.352008043391976,0.052586444062278276,0.0
-9.116951487319632,-17.13515690677614,0.03538665703608489,0.0
-9.712279111018935,-17.953182698354603,0.01724352755095593,0.0
-10.299821268604722,-18.768837516853207,-0.0011582945633021825,0.0
-10.890075572630519,-19.583754885332535,-0.01909271627755309,0.0
-11.502512738816407,-20.380466244396917,-0.0358586151190451,0.0
-12.16332295406375,-21.13040222524109,-0.05084043079696103,0.0
-12.87334359568234,-21.836203991454518,-0.06355618345642679,0.0
-13.639785025649,-22.476737456832343,-0.07368841874458774,0.0
-14.462096332466865,-23.046268740932263,-0.08109628842532307,0.0
-15.334613275458825,-23.53987937783631,-0.08580948797242884,0.0
-16.24396289833765,-23.934452755391533,-0.08800599284359062,0.0
-17.187988515807742,-24.242501564408848,-0.08797588737030004,0.0
-18.16019784649595,-24.462721418160488,-0.08607496871161979,0.0
-19.148383620622994,-24.64318290058087,-0.08267547366121125,0.0
-20.14475271011702,-24.767072108664674,-0.0781247540460895,0.0
-21.14514030634602,-24.823792383321855,-0.07272128679166465,0.0
-22.138889577773,-24.81898662957773,-0.06671041326487026,0.0
-23.125691428766533,-24.736884581327104,-0.06029453338049348,0.0
-24.10191996657821,-24.583284614237822,-0.053648355788642764,0.0
-25.06764227772427,-24.357728759450318,-0.04692937804250024,0.0
-26.024173409360635,-24.054871937849626,-0.040276051630513156,0.0
-26.97423671772716,-23.720225728421873,-0.033791284422110775,0.0
-27.921505901360593,-23.370118147345174,-0.02751667985020561,0.0
-28.870356557409767,-23.04174856404521,-0.021409696330332188,0.0
-29.8173032561161,-22.709300844142597,-0.01533666840851481,0.0
-30.76259682904751,-22.373033267220112,-0.009088196414002648,0.0
-31.70570760267569,-22.03120959166067,-0.00241448204297865,0.0
-32.644550460417065,-21.675665945689445,0.004927653147163194,0.0
-33.57970329378356,-21.307360509707856,0.01312535483654801,0.0
-34.518419218405946,-20.953985242920155,0.022264480105279035,0.0
-35.46304021624155,-20.625767605979185,0.032290622387327605,0.0
-36.413255531622546,-20.319038326706327,0.0429760590741779,0.0
-37.367534728185596,-20.023321793190988,0.053894710290139744,0.0
-38.32715842005275,-19.74233097771783,0.06441322476313145,0.0
-39.29592904995142,-19.444040708920003,0.07371136127511804,0.0
-40.27743162489795,-19.164082083326324,0.08084440193924133,0.0
-41.25855459726962,-18.95750429214805,0.08485158099172722,0.0
-42.222094956444614,-18.868137056866445,0.08489876141066198,0.0
-43.1617599615969,-18.928765096765158,0.08042727319768186,0.0
-44.07684313783669,-19.16806932191858,0.07127153378072235,0.0
-44.96223889939923,-19.57221542836621,0.05771121726889618,0.0
-45.82718498527839,-20.07718648517109,0.040441137447935996,0.0
-46.685628822710775,-20.617253217295133,0.020468033661636336,0.0
-47.55421710400316,-21.139389870395764,-0.0010345747389555937,0.0
-48.44903329630756,-21.58337866230962,-0.022874311079969595,0.0
-49.37976127763169,-21.955359803028085,-0.0439579159741022,0.0
-50.33795051660979,-22.248834201425204,-0.06336190472462845,0.0
-51.317350981920896,-22.47388836564367,-0.08035589917638854,0.0
-52.31021414244607,-22.61344128003614,-0.09439131906191975,0.0
-53.31236813435362,-22.681748717037745,-0.10507284546606863,0.0
-54.308421043820616,-22.663513503022706,-0.11212809703327863,0.0
-55.292828391424614,-22.53053192114799,-0.11538518635076996,0.0
-56.26818251835799,-22.295188581737662,-0.1147616500764773,0.0
-57.22248648544078,-21.969559369453584,-0.1102653113166954,0.0
-58.133937376796574,-21.55583081960007,-0.10200778750887424,0.0
-58.99161756214697,-21.05017581243379,-0.0902298729457379,0.0
-59.78075601117623,-20.44662848354303,-0.07533237167687586,0.0
-60.494633165723336,-19.76369410797247,-0.057899438045146245,0.0
-61.121794876301784,-18.989828724672474,-0.03869891876844764,0.0
-61.70010481529733,-18.17599024488384,-0.018648143094378088,0.0
-62.25770298695736,-17.340693596572102,0.0012561657915635559,0.0
-62.83436714838653,-16.52561347552754,0.02003239526006624,0.0
-63.46470639958193,-15.7646307271439,0.03681201797316262,0.0
-64.15995139910342,-15.067221755047255,0.05091828354851219,0.0
-64.91630265329637,-14.424815065997597,0.06190967148748696,0.0
-65.72987557889304,-13.8343120489551,0.06958453798633502,0.0
-66.58767272341532,-13.299112991557083,0.0739552499897721,0.0
-67.47312534885488,-12.81578646266744,0.07520640692134392,0.0
-68.36993028270075,-12.381762159153492,0.07365157685154072,0.0
-69.29431055763327,-12.020556519213708,0.06969771458823032,0.0
-70.2450476715876,-11.728232093178791,0.06381851800310698,0.0
-71.22128658103556,-11.51033748007438,0.056531612957386776,0.0
-72.2128161954652,-11.352580114935332,0.04837329922708796,0.0
-73.2137467362741,-11.2412565225657,0.039868294160593724,0.0
-74.21619543372346,-11.154555954901415,0.03149700299484711,0.0
-75.21721029255497,-11.08292576795128,0.023665945833346805,0.0
