x,y,r,dummy_column
63.26467221570775,231.26480015369555,-0.0024590028984314,1.0
62.29047127279195,231.49263228925443,-0.0026613648936865,1.0
61.31694012196742,231.72331134804395,-0.0028402918571403,1.0
60.3441344048651,231.9570340102558,-0.0029897480955042,1.0
59.37203754685386,232.1936965474684,-0.0031051557116168,1.0
58.40067765662752,232.4333662679373,-0.0031833466945356,1.0
57.43007063381096,232.6760617631167,-0.0032224306019639,1.0
56.46022348827292,232.92177207599332,-0.0032216550314401,1.0
55.4911766931856,233.1706229743654,-0.0031813090377321,1.0
54.52291477060249,233.42250966737677,-0.0031026833417999,1.0
53.55545292445196,233.6774541638048,-0.0029880765131343,1.0
52.58873382535781,233.93519814474143,-0.0028408286913114,1.0
51.622788818321965,234.1958321868107,-0.0026653622883973,1.0
50.65757773058948,234.45917019054087,-0.002467202465455,1.0
49.69301795104805,234.72488123841364,-0.0022529483011938,1.0
48.72908119511461,234.99284851956403,-0.0020301781524099,1.0
47.76571164329589,235.26285276023023,-0.0018072860112123,1.0
46.80286503760576,235.53471457939912,-0.0015932445499543,1.0
45.84048071380906,235.808207051435,-0.0013972851797014,1.0
44.87847456374601,236.08302680053532,-0.001228492122809,1.0
43.91683337525785,236.3591184638973,-0.0010953234141738,1.0
42.95546128405496,236.63614858125663,-0.0010050849222514,1.0
41.99437222893902,236.9141618310556,-0.0009633917279512,1.0
41.03348541769624,237.1928752070508,-0.000973661680977,1.0
40.072803103172205,237.4722899320283,-0.0010367031737276,1.0
39.11227926514109,237.75225516948137,-0.0011504740746136,1.0
38.15202555939801,238.0331432305354,-0.0013100806393874,1.0
37.19207299405069,238.31505920874304,-0.0015080461277369,1.0
36.23249968501543,238.59826115461055,-0.0017348293399378,1.0
35.273417976474285,238.8831140287259,-0.0019795359954092,1.0
34.31493740231175,239.16998686504425,-0.0022307398672383,1.0
33.35716686257969,239.45921673919187,-0.0024773099609343,1.0
32.40022069188198,239.75116172046253,-0.0027091350726987,1.0
31.444117727883736,240.04585464063996,-0.0029176605973444,1.0
30.48895801575387,240.3435951282989,-0.0030961990616341,1.0
29.53473732388285,240.64432783707065,-0.0032400234251217,1.0
28.581558230014465,240.94835262318247,-0.003346282729359,1.0
27.62936461826005,241.25544617019625,-0.0034137939966071,1.0
26.67822689172169,241.56579366080908,-0.0034427700706661,1.0
25.728150986141056,241.8793774220896,-0.0034345385576837,1.0
24.77913153960209,242.19614151238983,-0.0033912894346588,1.0
23.831200302998848,242.5161517569944,-0.0033158665795578,1.0
22.88432290260055,242.8392682193966,-0.0032116020923687,1.0
21.93848122456352,243.1654002463113,-0.0030821847071746,1.0
20.99366290407386,243.4944864413616,-0.002931551311399,1.0
20.04981968500709,243.82635998532865,-0.0027637895358996,1.0
19.106891557052343,244.1608280372288,-0.00258304057021,1.0
18.16484207888901,244.49775965541264,-0.0023933969496047,1.0
17.223592888821553,244.8369267755025,-0.0021987969471095,1.0
16.283082792427827,245.17813765846347,-0.0020029221338377,1.0
15.343245988236772,245.5211991784456,-0.0018091079650792,1.0
14.404020250016329,245.86592646043536,-0.0016202784912778,1.0
13.465324714119754,246.2120980242504,-0.0014389134966488,1.0
12.52714852613221,246.55967440739377,-0.0012670481774963,1.0
11.589412809316666,246.90843769930024,-0.0011062947584196,1.0
10.652062014453316,247.25823378868296,-0.0009578704579697,1.0
9.715044321434362,247.60891895769367,-0.0008226197038587,1.0
8.778362923108313,247.96050119374337,-0.0007010234650665,1.0
7.84187497136073,248.31259908770215,-0.0005931935326636,1.0
6.905612827132464,248.66529679549703,-0.0004988591157962,1.0
5.969505380836163,249.0184043359069,-0.0004173619594983,1.0
5.033519118545342,249.37183359522615,-0.0003476763690145,1.0
4.097648378402262,249.72556941320127,-0.0002884644380436,1.0
3.1618688344483816,250.07954712458223,-0.0002381680207483,1.0
2.2261857365017903,250.43377859148612,-0.0001951279513625,1.0
1.290582328293172,250.78821911343567,-0.0001577121539888,1.0
0.3550462329971332,251.14283588554105,-0.0001244326848372,1.0
-0.5804243287146776,251.49762504332924,-9.403632032481692e-05,1.0
-1.5158567355481254,251.85251371196588,-6.555952009726053e-05,1.0
-2.4512354675993144,252.20754413352293,-3.834441977761362e-05,1.0
-3.386614794661812,252.5625741352185,-1.2019851975235786e-05,1.0
-4.322008354702613,252.91756810659885,1.3539969644720548e-05,1.0
-5.25738191140987,253.27261577691849,3.8263796604714805e-05,1.0
-6.1927890543658295,253.6275757071817,6.19311700107582e-05,1.0
-7.128191112194506,253.98254883117116,8.422185291396692e-05,1.0
-8.063636613113635,254.3374067781067,0.0001047692681028,1.0
-8.999148422404215,254.6920885724076,0.0001232119385241,1.0
-9.93470084997128,255.0466622963755,0.0001392324308458,1.0
-10.87026908288785,255.4011936810405,0.0001525812556765,1.0
-11.80592450365556,255.7554945165068,0.0001630926716673,1.0
-12.741647836752511,256.1096171897309,0.0001706953644623,1.0
-13.677427655884966,256.46359303313034,0.0001754116226509,1.0
-14.613278832787476,256.817383025344,0.0001773405898858,1.0
-15.549185516813546,257.17102846669536,0.0001766315905599,1.0
-16.48513761485828,257.5245549993002,0.0001734603431809,1.0
-17.421138367785233,257.87795311090264,0.0001680197246186,1.0
-18.357227092708342,258.23111794754004,0.0001605280834389,1.0
-19.293356465541333,258.5841739812338,0.0001512480969465,1.0
-20.22953269818047,258.9371042628342,0.000140506725646,1.0
-21.16578819438207,259.2898219136725,0.0001287088086708,1.0
-22.102100873387773,259.6423859354003,0.0001163349672301,1.0
-23.03845453645219,259.99483976310574,0.0001039140040161,1.0
-23.974849459713035,260.3471833597985,9.196873217606623e-05,1.0
-24.91127120613132,260.6994542741599,8.094659558571961e-05,1.0
-25.84769085670344,261.05172973345384,7.115476367330556e-05,1.0
-26.78410533409705,261.4040187261141,6.272082094129331e-05,1.0
-27.720567738903146,261.75618045391224,5.559125886585574e-05,1.0
-28.65702987111701,262.10834318769736,4.956460783905416e-05,1.0
-29.593494278308395,262.46050099374014,4.43472547768212e-05,1.0
-30.53000660474212,262.81253201242737,3.961900898704607e-05,1.0
-31.466547041964883,263.16448967535086,3.509278481368326e-05,1.0
-32.40311605079667,263.5163737187352,3.0552511432271704e-05,1.0
-33.33965674124943,263.8683344916224,2.5864515293026136e-05,1.0
-34.27626528101145,264.2201170289611,2.097026808996252e-05,1.0
-35.21283767285995,264.57199631125167,1.5870534848575563e-05,1.0
-36.14941807814279,264.9238546244673,1.0608687339031353e-05,1.0
-37.08600937326955,265.2756831843324,5.260531156878618e-06,1.0
-38.02258605651029,265.62754944138857,-6.468102949833543e-08,1.0
-38.95915967027848,265.9794222933376,-5.212675162780823e-06,1.0
-39.8957548565008,266.3312354392503,-9.96715078131344e-06,1.0
-40.83233450092792,266.6830885541587,-1.4035094263742276e-05,1.0
-41.76891796217669,267.0349305894484,-1.704096597599411e-05,1.0
-42.70549004273954,267.3868015967669,-1.8533517529618217e-05,1.0
-43.64210979249712,267.7385459081932,-1.8010047102374923e-05,1.0
-44.57867984949566,268.0904216600334,-1.4962609880805533e-05,1.0
-45.51525469963888,268.442284970874,-8.941407519068148e-06,1.0
-46.45181731405136,268.7941808659009,3.7897074737168914e-07,1.0
-47.38837604760593,269.14608736242883,1.3143212036435176e-05,1.0
-48.324929768283326,269.49800775142205,2.9275003259969728e-05,1.0
-49.26147846233376,269.8499418728467,4.845765477010333e-05,1.0
-50.19802587740271,270.2018795997479,7.014194027865498e-05,1.0
-51.13459769426642,270.5537524504083,9.358358729867112e-05,1.0
-52.07122107927438,270.9054881228935,0.0001179032438734,1.0
-53.00787597819986,271.25714009759446,0.0001421558713612,1.0
-53.94457054367684,271.6086864338516,0.0001654011034507,1.0
-54.88133594253485,271.96004373724725,0.0001867731502151,1.0
-55.81817763296724,272.31119747737444,0.0002055475068834,1.0
-56.75510427041152,272.66212426887483,0.0002211973217898,1.0
-57.69208590249695,273.0129043818264,0.0002334363897414,1.0
-58.62915366352416,273.3634541334173,0.0002422542124947,1.0
-59.566324947050255,273.7137266292425,0.0002479472907019,1.0
-60.50359679501983,274.0637296677659,0.00025113994122,1.0
-61.4409683293562,274.41346541119407,0.0002527829003452,1.0
-62.378413101922206,274.7630047535017,0.0002541252501639,1.0
-63.31597140279481,275.11223943474124,0.0002566630373905,1.0
-64.25363595495415,275.4611888900998,0.0002620667230158,1.0
-65.19137712503952,275.8099326150321,0.000272087222285,1.0
-66.12922252076433,276.1583969371142,0.0002884474733543,1.0
-67.06711368080296,276.5067408113302,0.0003127376832645,1.0
-68.00513363113876,276.85473944243216,0.0003463326865495,1.0
-68.94328429197041,277.2023867189212,0.0003903363584724,1.0
-69.881536818314,277.5497595640273,0.0004455462683749,1.0
-70.81995113888372,277.8966938746146,0.0005124342232922,1.0
-71.75851517027276,278.24322230416124,0.0005911453336524,1.0
-72.69731182563993,278.5891194689144,0.0006815151091327,1.0
-73.63633713332936,278.93439442610617,0.0007830951941804,1.0
-74.57562897622233,279.2789416121029,0.0008951769027188,1.0
-75.51523734940548,279.6226252338705,0.0010168087946201,1.0
-76.45517612418743,279.9654053965743,0.0011468109292141,1.0
-77.39553219188186,280.3070400343976,0.0012837899810419,1.0
-78.33629230146718,280.6475620035389,0.0014261612788738,1.0
-79.27751325685384,280.9868060693331,0.0015721891070383,1.0
-80.21927329945991,281.32455018848543,0.0017200574583003,1.0
-81.16159428924044,281.66072629769474,0.0018679713650053,1.0
-82.10460108970813,281.9949711169266,0.0020142698186794,1.0
-83.04826911298854,282.3273465982311,0.0021575203834771,1.0
-83.99269157626031,282.6575701464575,0.0022965700139818,1.0
-84.9378834903891,282.98558557019794,0.0024305395039685,1.0
-85.88388735820419,283.31125329753377,0.0025587615315704,1.0
-86.83071280560915,283.6345262803518,0.0026806732058243,1.0
-87.77839216625449,283.9552826185388,0.0027956827003392,1.0
-88.72697985860943,284.2733403432009,0.0029030319367851,1.0
-89.67643358184411,284.5888052144397,0.0030016751940926,1.0
-90.62683469417864,284.90140228441555,0.0030901918301507,1.0
-91.578184263943,285.211107555154,0.0031667487718789,1.0
-92.530462760922,285.5179402398769,0.0032291262036362,1.0
-93.48369856976538,285.821791666024,0.0032748228360753,1.0
-94.43788765399302,286.1226352070127,0.0033012592225682,1.0
-95.39304356847198,286.4203932073406,0.0033060878050383,1.0
-96.3491668278776,286.7150293168269,0.00328759677804,1.0
-97.30629969916669,287.00636959325607,0.0032451680019857,1.0
-98.26441971406042,287.29444659254887,0.0031797242347434,1.0
-99.22350934483202,287.57927000129934,0.0030940863810795,1.0
-100.18360211244725,287.8606961861093,0.0029931604292594,1.0
-101.14459005594756,288.1390497977452,0.0028838845653961,1.0
-102.1064953310356,288.4142150936923,0.0027748919786571,1.0
-103.0691867955811,288.6866201099892,0.0026758870315473,1.0
-104.03260574844896,288.95644912600915,0.0025967868942041,1.0
-104.9966803977064,289.22392600704165,0.0025467340876408,1.0
-105.96133576799032,289.48930593954424,0.0025331224918771,1.0
-106.92652826664587,289.7527296689595,0.0025607921411514,1.0
-107.8922563528311,290.0141829652901,0.0026315332959606,1.0
-108.85855852271948,290.2735065789387,0.0027439956868947,1.0
-109.82546568790676,290.5305669727818,0.002894031366793,1.0
-110.79308179133602,290.78493280505194,0.003075422967199,1.0
-111.76152737159693,291.03612238710264,0.0032808737266805,1.0
-112.73086859691266,291.2838188973387,0.0035030768651067,1.0
-113.70119022206008,291.52763607057585,0.0037356629018603,1.0
-114.67254692616105,291.767296615916,0.0039738544686317,1.0
-115.64492901545016,292.0027710984232,0.0042147279698844,1.0
-116.61835331773122,292.23390445326555,0.0044570681312909,1.0
-117.59283148415702,292.46056280964893,0.0047008796853072,1.0
-118.56834279635576,292.68273121916087,0.0049466765455346,1.0
-119.54484981987204,292.90048648361494,0.0051947081435265,1.0
-120.52238038693852,293.1136254020621,0.0054443016073387,1.0
-121.50097802433844,293.32179048726766,0.0056934723602308,1.0
-122.48069061792002,293.5246509639828,0.0059388775494634,1.0
-123.46157040985172,293.72176824539577,0.0061760896270508,1.0
-124.4436686663026,293.9126817973008,0.0064000913981825,1.0
-125.42698944666286,294.09717823489336,0.0066058555091973,1.0
-126.41158144272254,294.27475450101883,0.0067888692849918,1.0
-127.39740059904553,294.4454395085908,0.006945495600363,1.0
-128.3844206136259,294.60906399665413,0.0070731190415877,1.0
-129.37255548521298,294.76583764111285,0.0071701003745514,1.0
-130.36177973416278,294.9155496290166,0.0072356161273958,1.0
-131.35207131375813,295.0580263825568,0.0072694625125577,1.0
-132.34335741269382,295.1933531265296,0.007271866062617,1.0
-133.335603570569,295.3214620810997,0.0072433102145172,1.0
-134.3287577263509,295.442364335614,0.0071843796060996,1.0
-135.3227419684264,295.5562630388756,0.0070956322981099,1.0
-136.3175125972792,295.66312986782566,0.0069775229046695,1.0
-137.31297347848533,295.7633340781496,0.0068304126310958,1.0
-138.3090828538929,295.8568780108865,0.0066547068527067,1.0
-139.30577383753194,295.9439445959801,0.0064511415874218,1.0
-140.30302190141765,296.02436466757274,0.006221190012423,1.0
-141.3007687766762,296.0983134636046,0.0059675016850816,1.0
-142.2989567880605,296.1661035716112,0.0056942638379563,1.0
-143.29752541262428,296.2280745960499,0.0054074017542166,1.0
-144.29643196615604,296.28431751566814,0.005114579055508,1.0
-145.29562531897824,296.3351966876874,0.0048249836992541,1.0
-146.29505910370725,296.3811954423605,0.0045489033467148,1.0
-147.29469198309562,296.4226229656671,0.0042971291294879,1.0
-148.2944871991815,296.4599854514773,0.0040802670548936,1.0
-149.29442320819163,296.4933361548819,0.0039080470880471,1.0
-150.29448119184408,296.5228272858137,0.0037886916334615,1.0
-151.2946413729159,296.54857960737473,0.003728367672901,1.0
-152.29488225149166,296.570963184183,0.003730737795821,1.0
-153.2951950220496,296.58980778634015,0.0037966400594653,1.0
-154.29557354358818,296.6048556539457,0.0039239262869755,1.0
-155.29600378651628,296.6162679440786,0.0041074679391183,1.0
-156.2964686606877,296.6238222933963,0.0043393326289405,1.0
-157.29695691763638,296.62723953774736,0.0046091478154556,1.0
-158.29744692049186,296.6262934701327,0.0049046670675194,1.0
-159.29792029742777,296.6204049606215,0.0052125223297995,1.0
-160.29834919711834,296.609260980514,0.0055191001634836,1.0
-161.29869148305673,296.5922850840552,0.0058114459079238,1.0
-162.29891312614058,296.569386869367,0.0060780930523153,1.0
-163.29896737849378,296.54006202541314,0.0063097314012104,1.0
-164.29879874454426,296.50398846617253,0.0064996474081231,1.0
-165.29836181165834,296.46120188658097,0.0066438891137899,1.0
-166.297605038028,296.41145746029497,0.0067411410454061,1.0
-167.2964942501553,296.35498424141167,0.0067923411991501,1.0
-168.2949701370954,296.29161294984505,0.0068001126288838,1.0
-169.29300855339488,296.22163012017336,0.0067681051900359,1.0
-170.2905702673322,296.14514071400976,0.0067003539634038,1.0
-171.28762465602395,296.0622408064751,0.0066007610155822,1.0
-172.28413901098438,295.9731287103044,0.0064727855034307,1.0
-173.28005670047173,295.87762421342086,0.0063193752660791,1.0
-174.27533647477978,295.775707536787,0.0061431049053178,1.0
-175.26998475405352,295.6677821933429,0.0059464379894721,1.0
-176.2639526060332,295.5537794281578,0.0057320278191781,1.0
-177.25723789118507,295.4339787420996,0.0055029922936399,1.0
-178.24982853624493,295.3085012458662,0.0052631155026952,1.0
-179.2417432030266,295.1777828142337,0.0050169439124506,1.0
-180.23296578474785,295.0419251153958,0.0047697666379556,1.0
-181.22352279007967,294.9013118472217,0.0045274861344103,1.0
-182.2134108676687,294.7560679706073,0.0042963874238416,1.0
-183.20265375525628,294.60646223764013,0.0040828099558303,1.0
-184.19127504219148,294.45279805440583,0.0038927367890638,1.0
-185.17935112720716,294.2956640687757,0.003731349007474,1.0
-186.16683998917253,294.13487475902866,0.0036026250945056,1.0
-187.1537844855134,293.9707782864683,0.0035090638243547,1.0
-188.1401965109525,293.8035221480348,0.0034515799415423,1.0
-189.12603861049465,293.6329505700119,0.0034295865271554,1.0
-190.11128504644105,293.4589671248618,0.0034412358675827,1.0
-191.09589046849675,293.28140686321046,0.0034837447857848,1.0
-192.07985732641487,293.10032948161427,0.0035537122374292,1.0
-193.063164504788,292.91569795820226,0.0036473654356449,1.0
-194.04579347752176,292.72747800450867,0.0037607211792656,1.0
-195.02771047154613,292.5355887390993,0.0038896812348921,1.0
-196.00883582822527,292.33969654275865,0.0040300789070187,1.0
-196.9891546279286,292.1398204833566,0.0041776796112363,1.0
-197.9686605155351,291.9359987231449,0.0043281453341218,1.0
-198.94730387829543,291.7280576665798,0.0044770039486946,1.0
-199.9250444981849,291.5159085083285,0.0046196863382748,1.0
-200.90183278612287,291.2993975885061,0.0047516857456159,1.0
-201.8776238872162,291.07845528943926,0.0048688637818703,1.0
-202.8522869972022,290.85261947487646,0.0049678848725562,1.0
-203.8257709100288,290.62178159466464,0.0050467076296996,1.0
-204.79798625926057,290.3856543733159,0.0051050147243432,1.0
-205.76887346665688,290.1441157588172,0.005144446870677,1.0
-206.73839507762204,289.89713890100603,0.0051685339135717,1.0
-207.7066107226886,289.6450760833743,0.0051822866328271,1.0
-208.6735119763809,289.3880059251549,0.0051915082851029,1.0
-209.6391277772516,289.1261429627414,0.0052019648657152,1.0
-210.6034780073352,288.85966386150807,0.0052185839190913,1.0
-211.56650016551623,288.5884267687604,0.005244829845429,1.0
-212.52816604435827,288.3124069654831,0.0052823485250692,1.0
-213.4884642325256,288.0316673767155,0.0053309149760475,1.0
-214.44729441697183,287.745968496298,0.0053886724060749,1.0
-215.4045749869128,287.4551231769016,0.0054526105706049,1.0
-216.36019418615075,287.15887384403635,0.0055191879743223,1.0
-217.3141167948608,286.85721483660967,0.0055849747464103,1.0
-218.266237963662,286.5499170071927,0.0056471987402032,1.0
-219.21653011013385,286.2370068823161,0.0057041077754039,1.0
-220.164933735234,285.918413059033,0.005755099757381,1.0
-221.1114614503132,285.5942700670667,0.005800613801009,1.0
-222.0560499144072,285.2645277957729,0.0058418133420089,1.0
-222.9986828404637,284.9292460757992,0.0058801165693837,1.0
-223.9393451733706,284.58846915037475,0.0059166416282385,1.0
-224.8780560430988,284.2423501490614,0.0059516473688255,1.0
-225.81481325331976,283.8909667415504,0.0059840693499818,1.0
-226.74960685589204,283.5343860182655,0.0060112598924579,1.0
-227.6823605188252,283.1725016775757,0.0060290206123479,1.0
-228.61300780496785,282.8052430142894,0.0060319629606876,1.0
-229.5414278700764,282.4324057557883,0.0060141628283444,1.0
-230.46756110266568,282.0539410085152,0.0059700084147805,1.0
-231.3912374009381,281.6695152559662,0.0058950854941101,1.0
-232.31237059289091,281.2790441342763,0.005786912500261,1.0
-233.23108179943276,280.88289414748624,0.0056453592769209,1.0
-234.1474524863796,280.4813456246495,0.00547267565389,1.0
-235.061625067462,280.0748109145749,0.0052731807792659,1.0
-235.9737028835511,279.66359227075435,0.0050527514255211,1.0
-236.88374887796488,279.24790020978367,0.0048182617706173,1.0
-237.79183755507785,278.8279583443753,0.0045770849431991,1.0
-238.69801175092255,278.40390861715025,0.0043367063538499,1.0
-239.60240435040785,277.9760733824512,0.0041044489567416,1.0
-240.50496251523532,277.5443804738294,0.0038872756610851,1.0
-241.40575316483395,277.1089991393044,0.0036916134558365,1.0
-242.3050138301866,276.6704639724026,0.003523154640516,1.0
-243.20276710328733,276.22884840908694,0.0033866381576724,1.0
-244.09907449350624,275.78430781835715,0.0032856569816409,1.0
-244.99393872666283,275.33687226901407,0.0032225339078384,1.0
-245.88734934871448,274.8865421569585,0.003198272534064,1.0
-246.7793591303289,274.433442641861,0.0032125642441929,1.0
-247.66988289415937,273.9774303470648,0.0032638288622486,1.0
-248.55893902074405,273.5185659533361,0.003349272651419,1.0
-249.44641190606112,273.0566401188176,0.003464955201026,1.0
-250.3323716999724,272.59181703790114,0.0036058772463094,1.0
-251.2168369884799,272.1241524905418,0.0037661366565259,1.0
-252.09958598470556,271.6532575148612,0.0039392155147324,1.0
-252.98043356762028,271.17882412358085,0.004118419943112,1.0
-253.8592679333997,270.700675365386,0.0042974161609926,1.0
-254.73588098402365,270.21847828341777,0.0044707506303079,1.0
-255.610183355251,269.73211459751315,0.0046342356478898,1.0
-256.4820062501517,269.2413164444658,0.0047851134301798,1.0
-257.3515204028805,268.74641923779296,0.0049219755869235,1.0
-258.218642217672,268.2473290400314,0.0050445017466914,1.0
-259.0833818038784,267.7441212839582,0.0051531516377246,1.0
-259.9457088717866,267.2367947886204,0.0052489548297262,1.0
-260.8053734688895,266.7249768382193,0.0053334801773662,1.0
-261.66215684179565,266.2083657217616,0.0054089581962053,1.0
-262.5159533278937,265.6868496518747,0.0054784276443281,1.0
-263.3666413314063,265.16026918464297,0.0055457370332023,1.0
-264.21419142362373,264.6286420303435,0.0056152673058568,1.0
-265.05861444323943,264.0920525462745,0.0056913336901263,1.0
-265.9002241267148,263.551057060137,0.0057773495469964,1.0
-266.73897914384463,263.0056314670674,0.0058749519382813,1.0
-267.5748028586086,262.455728600286,0.0059833324837692,1.0
-268.4076338277807,261.9013121310928,0.0060989601177505,1.0
-269.23723208785776,261.34208040345425,0.0062157681329204,1.0
-270.06341734352185,260.7778184996725,0.0063257665321286,1.0
-270.885982063966,260.2082969548379,0.0064199619244357,1.0
-271.70480464700523,259.6334117235345,0.006489426550077,1.0
-272.5195910732506,259.0528220492786,0.0065263471846883,1.0
-273.3303067445084,258.46655557385867,0.0065248963667444,1.0
-274.1370191722363,257.8747993612593,0.0064818107575911,1.0
-274.9396955872876,257.27758448096347,0.0063966311492592,1.0
-275.73838521365394,256.6750367482574,0.0062716199014954,1.0
-276.53314788745536,256.06731889598035,0.0061113981923535,1.0
-277.3241151133846,255.45466480782127,0.005922353410438,1.0
-278.1114892116725,254.83739986357088,0.0057118778598383,1.0
-278.8952568308787,254.21556627480905,0.0054875065210128,1.0
-279.675595657203,253.58943970347212,0.0052560170407304,1.0
-280.4528748779439,252.959505428748,0.0050225647368971,1.0
-281.22733484761056,252.32610422267183,0.0047899693615127,1.0
-281.9991690428402,251.68950031813972,0.0045583149204045,1.0
-282.7685102271138,251.04988442808155,0.0043250135784393,1.0
-283.5353377549305,250.40726782761377,0.0040854041244817,1.0
-284.29954542523444,249.7615463039209,0.0038338308590733,1.0
-285.06105131897505,249.11265148174627,0.0035650194042757,1.0
-285.8198192727823,248.4605607906532,0.0032754702859291,1.0
-286.5757798425476,247.80520951498264,0.0029645586104552,1.0
-287.32925897331234,247.14699442722383,0.0026350785883837,1.0
-288.0807578792762,246.48651651945409,0.0022931096967685,1.0
-288.8306570903781,245.82421688802745,0.0019472672729259,1.0
-289.5794397574306,245.1606552855217,0.0016075531498504,1.0
-290.3274329360233,244.49620614087388,0.0012840815496138,1.0
-291.074789240384,243.8310430633599,0.0009859239200983,1.0
-291.8218291520675,243.16552862916623,0.0007202361761619,1.0
-292.5686103357373,242.49972440313223,0.0004917462778976,1.0
-293.31524278733554,241.83375408230972,0.0003026089144542,1.0
-294.0617308824446,241.1676212922084,0.0001525773678408,1.0
-294.80816213147176,240.5014258034548,3.940255684093216e-05,1.0
