x,y,z
612.423,-46.0901,180.674
612.336,-46.113,180.675
612.248,-46.1357,180.675
612.16,-46.1584,180.676
612.072,-46.181,180.676
611.984,-46.2035,180.677
611.896,-46.2259,180.677
611.808,-46.2481,180.678
611.72,-46.2703,180.678
611.632,-46.2923,180.678
611.544,-46.3142,180.679
611.456,-46.3361,180.679
611.368,-46.3578,180.68
611.279,-46.3795,180.68
611.191,-46.401,180.681
611.103,-46.4224,180.681
611.015,-46.4437,180.681
610.927,-46.4648,180.682
610.838,-46.4859,180.682
610.75,-46.5069,180.682
610.661,-46.5278,180.683
610.573,-46.5485,180.683
610.485,-46.5692,180.683
610.396,-46.5897,180.684
610.308,-46.6101,180.684
610.219,-46.6303,180.684
610.131,-46.6503,180.684
610.042,-46.6701,180.685
609.954,-46.6898,180.685
609.865,-46.7094,180.685
609.777,-46.7287,180.686
609.688,-46.748,180.686
609.599,-46.7671,180.686
609.51,-46.786,180.687
609.422,-46.8048,180.687
609.333,-46.8234,180.688
609.244,-46.8419,180.688
609.155,-46.8601,180.689
609.066,-46.8781,180.689
608.977,-46.8959,180.69
608.888,-46.9135,180.691
608.799,-46.9308,180.692
608.71,-46.948,180.692
608.62,-46.9649,180.693
608.531,-46.9816,180.694
608.442,-46.9981,180.695
608.352,-47.0145,180.697
608.263,-47.0306,180.698
608.173,-47.0466,180.699
608.084,-47.0624,180.7
607.994,-47.078,180.702
607.904,-47.0934,180.703
607.815,-47.1085,180.704
607.725,-47.1235,180.706
607.635,-47.1383,180.707
607.546,-47.1529,180.709
607.456,-47.1673,180.711
607.366,-47.1815,180.713
607.276,-47.1956,180.714
607.186,-47.2095,180.716
607.096,-47.2232,180.718
607.006,-47.2368,180.72
606.916,-47.2502,180.722
606.826,-47.2635,180.724
606.736,-47.2766,180.726
606.646,-47.2896,180.728
606.556,-47.3024,180.729
606.466,-47.3151,180.731
606.376,-47.3276,180.733
606.286,-47.3401,180.735
606.195,-47.3523,180.737
606.105,-47.3645,180.739
606.015,-47.3765,180.741
605.925,-47.3883,180.743
605.834,-47.4001,180.745
605.744,-47.4117,180.747
605.654,-47.4233,180.749
605.564,-47.4347,180.751
605.473,-47.446,180.753
605.383,-47.4572,180.755
605.293,-47.4683,180.756
605.202,-47.4793,180.758
605.112,-47.4902,180.76
605.021,-47.501,180.762
604.931,-47.5117,180.763
604.841,-47.5223,180.765
604.75,-47.5328,180.767
604.66,-47.5432,180.769
604.569,-47.5536,180.77
604.479,-47.5639,180.772
604.388,-47.5741,180.773
604.298,-47.5842,180.775
604.208,-47.5942,180.776
604.117,-47.6042,180.777
604.026,-47.614,180.779
603.936,-47.6238,180.78
603.845,-47.6334,180.781
603.755,-47.6429,180.783
603.664,-47.6523,180.784
603.573,-47.6616,180.785
603.483,-47.6707,180.786
603.392,-47.6798,180.788
603.301,-47.6887,180.789
603.211,-47.6975,180.79
603.12,-47.7062,180.791
603.029,-47.7149,180.792
602.938,-47.7234,180.794
602.847,-47.7318,180.795
602.757,-47.7401,180.796
602.666,-47.7483,180.797
602.575,-47.7564,180.798
602.484,-47.7643,180.799
602.393,-47.7721,180.8
602.302,-47.7798,180.801
602.211,-47.7873,180.802
602.12,-47.7947,180.803
602.029,-47.802,180.804
601.938,-47.8092,180.805
601.847,-47.8162,180.807
601.756,-47.8232,180.808
601.665,-47.8301,180.809
601.574,-47.8369,180.81
601.483,-47.8436,180.811
601.391,-47.8503,180.812
601.3,-47.8567,180.813
601.209,-47.8631,180.814
601.118,-47.8694,180.815
601.027,-47.8755,180.816
600.935,-47.8816,180.816
600.844,-47.8875,180.817
600.753,-47.8933,180.818
600.661,-47.899,180.819
600.57,-47.9046,180.82
600.479,-47.9101,180.821
600.387,-47.9154,180.822
600.296,-47.9206,180.823
600.204,-47.9257,180.824
600.113,-47.9306,180.825
600.021,-47.9355,180.826
599.93,-47.9402,180.827
599.838,-47.9448,180.828
599.747,-47.9493,180.829
599.655,-47.9537,180.83
599.564,-47.958,180.831
599.472,-47.9621,180.832
599.38,-47.9661,180.833
599.289,-47.97,180.834
599.197,-47.9738,180.835
599.105,-47.9775,180.836
599.013,-47.9812,180.837
598.922,-47.9847,180.838
598.83,-47.9881,180.839
598.738,-47.9915,180.84
598.646,-47.9947,180.841
598.555,-47.9979,180.842
598.463,-48.001,180.843
598.371,-48.004,180.844
598.279,-48.0069,180.845
598.187,-48.0098,180.846
598.095,-48.0125,180.847
598.003,-48.0152,180.848
597.911,-48.0178,180.849
597.82,-48.0203,180.849
597.728,-48.0227,180.85
597.636,-48.025,180.851
597.544,-48.0273,180.852
597.452,-48.0295,180.853
597.359,-48.0316,180.854
597.267,-48.0337,180.855
597.175,-48.0356,180.855
597.083,-48.0375,180.856
596.991,-48.0393,180.857
596.899,-48.0411,180.858
596.807,-48.0428,180.858
596.715,-48.0444,180.859
596.623,-48.0459,180.86
596.53,-48.0474,180.861
596.438,-48.0488,180.862
596.346,-48.0501,180.862
596.254,-48.0513,180.863
596.161,-48.0525,180.864
596.069,-48.0536,180.865
595.977,-48.0546,180.865
595.884,-48.0555,180.866
595.792,-48.0564,180.867
595.7,-48.0573,180.867
595.607,-48.0581,180.868
595.515,-48.0588,180.869
595.422,-48.0595,180.87
595.33,-48.0601,180.87
595.237,-48.0607,180.871
595.145,-48.0613,180.871
595.052,-48.0617,180.872
594.96,-48.0621,180.872
594.867,-48.0625,180.873
594.775,-48.0628,180.874
594.682,-48.063,180.874
594.59,-48.0632,180.875
594.497,-48.0633,180.875
594.404,-48.0633,180.876
594.312,-48.0633,180.877
594.219,-48.0632,180.877
594.126,-48.0631,180.878
594.034,-48.063,180.879
593.941,-48.0628,180.879
593.848,-48.0625,180.88
593.755,-48.0623,180.88
593.662,-48.0619,180.881
593.57,-48.0616,180.882
593.477,-48.0612,180.882
593.384,-48.0608,180.883
593.291,-48.0603,180.883
593.198,-48.0598,180.884
593.105,-48.0593,180.884
593.012,-48.0587,180.885
592.919,-48.0581,180.885
592.826,-48.0575,180.886
592.733,-48.0568,180.886
592.64,-48.0561,180.887
592.547,-48.0554,180.887
592.454,-48.0546,180.888
592.361,-48.0538,180.888
592.268,-48.053,180.888
592.175,-48.0521,180.889
592.082,-48.0512,180.889
591.989,-48.0503,180.89
591.895,-48.0494,180.89
591.802,-48.0484,180.891
591.709,-48.0474,180.891
591.615,-48.0463,180.892
591.522,-48.0453,180.892
591.429,-48.0442,180.892
591.335,-48.043,180.893
591.242,-48.0419,180.893
591.148,-48.0407,180.894
591.055,-48.0395,180.894
590.961,-48.0383,180.895
590.868,-48.037,180.895
590.774,-48.0357,180.895
590.681,-48.0344,180.896
590.587,-48.0331,180.896
590.494,-48.0317,180.897
590.4,-48.0304,180.897
590.306,-48.029,180.898
590.212,-48.0275,180.898
590.119,-48.0261,180.898
590.025,-48.0247,180.899
589.931,-48.0232,180.899
589.837,-48.0217,180.9
589.743,-48.0202,180.9
589.65,-48.0187,180.901
589.556,-48.0171,180.901
589.462,-48.0156,180.902
589.368,-48.014,180.902
589.274,-48.0124,180.902
589.18,-48.0108,180.903
589.086,-48.0092,180.903
588.992,-48.0075,180.903
588.898,-48.0059,180.903
588.804,-48.0042,180.904
588.71,-48.0025,180.904
588.615,-48.0008,180.904
588.521,-47.9991,180.904
588.427,-47.9973,180.905
588.333,-47.9956,180.905
588.238,-47.9938,180.905
588.144,-47.992,180.905
588.05,-47.9902,180.906
587.955,-47.9884,180.906
587.861,-47.9866,180.906
587.767,-47.9848,180.906
587.672,-47.9829,180.907
587.578,-47.981,180.907
587.483,-47.9791,180.907
587.389,-47.9772,180.908
587.294,-47.9753,180.908
587.199,-47.9734,180.908
587.105,-47.9714,180.908
587.01,-47.9695,180.909
586.915,-47.9675,180.909
586.821,-47.9655,180.909
586.726,-47.9635,180.909
586.631,-47.9615,180.91
586.536,-47.9595,180.91
586.442,-47.9575,180.91
586.347,-47.9554,180.91
586.252,-47.9534,180.91
586.157,-47.9513,180.91
586.062,-47.9492,180.911
585.967,-47.9471,180.911
585.872,-47.945,180.911
585.777,-47.9429,180.911
585.682,-47.9408,180.911
585.587,-47.9386,180.911
585.492,-47.9365,180.911
585.397,-47.9343,180.911
585.302,-47.9321,180.911
585.206,-47.9299,180.912
585.111,-47.9277,180.912
585.016,-47.9255,180.912
584.921,-47.9233,180.912
584.825,-47.921,180.912
584.73,-47.9187,180.912
584.635,-47.9164,180.912
584.539,-47.9141,180.912
584.444,-47.9118,180.912
584.348,-47.9094,180.913
584.253,-47.907,180.913
584.157,-47.9047,180.913
584.062,-47.9023,180.913
583.966,-47.8999,180.913
583.871,-47.8975,180.913
583.775,-47.8951,180.913
583.68,-47.8926,180.913
583.584,-47.8902,180.913
583.488,-47.8877,180.913
583.393,-47.8852,180.913
583.297,-47.8827,180.913
583.201,-47.8802,180.913
583.105,-47.8777,180.913
583.01,-47.8752,180.913
582.914,-47.8726,180.913
582.818,-47.8701,180.913
582.722,-47.8675,180.913
582.626,-47.8649,180.913
582.53,-47.8623,180.913
582.434,-47.8597,180.913
582.338,-47.857,180.913
582.242,-47.8543,180.913
582.146,-47.8516,180.913
582.05,-47.8489,180.913
581.954,-47.8462,180.913
581.858,-47.8435,180.913
581.761,-47.8407,180.913
581.665,-47.8379,180.913
581.569,-47.8351,180.913
581.473,-47.8323,180.913
581.376,-47.8295,180.913
581.28,-47.8266,180.913
581.184,-47.8238,180.913
581.087,-47.8209,180.913
580.991,-47.818,180.913
580.894,-47.815,180.913
580.798,-47.8121,180.913
580.701,-47.8091,180.913
580.605,-47.8061,180.913
580.508,-47.8031,180.913
580.411,-47.8001,180.913
580.315,-47.797,180.913
580.218,-47.794,180.913
580.122,-47.7909,180.913
580.025,-47.7878,180.913
579.928,-47.7847,180.913
579.831,-47.7816,180.913
579.734,-47.7784,180.913
579.638,-47.7752,180.913
579.541,-47.772,180.913
579.444,-47.7688,180.913
579.347,-47.7656,180.913
579.25,-47.7624,180.913
579.153,-47.7591,180.913
579.056,-47.7558,180.913
578.959,-47.7525,180.913
578.862,-47.7492,180.913
578.765,-47.7459,180.913
578.668,-47.7425,180.913
578.571,-47.7392,180.913
578.473,-47.7358,180.913
578.376,-47.7324,180.913
578.279,-47.7289,180.913
578.182,-47.7255,180.913
578.084,-47.722,180.913
577.987,-47.7185,180.913
577.89,-47.715,180.913
577.792,-47.7114,180.913
577.695,-47.7079,180.913
577.597,-47.7043,180.913
577.5,-47.7007,180.913
577.402,-47.6971,180.913
577.305,-47.6934,180.913
577.207,-47.6898,180.913
577.11,-47.6861,180.913
577.012,-47.6824,180.913
576.914,-47.6787,180.913
576.817,-47.6749,180.913
576.719,-47.6712,180.913
576.621,-47.6674,180.913
576.524,-47.6636,180.913
576.426,-47.6598,180.913
576.328,-47.656,180.913
576.23,-47.6521,180.913
576.132,-47.6483,180.913
576.034,-47.6444,180.913
575.936,-47.6405,180.912
575.839,-47.6366,180.912
575.741,-47.6326,180.912
575.643,-47.6287,180.912
575.544,-47.6247,180.912
575.446,-47.6207,180.912
575.348,-47.6166,180.912
575.25,-47.6126,180.912
575.152,-47.6085,180.912
575.054,-47.6045,180.912
574.956,-47.6003,180.911
574.857,-47.5962,180.911
574.759,-47.5921,180.911
574.661,-47.5879,180.911
574.562,-47.5837,180.911
574.464,-47.5795,180.911
574.366,-47.5752,180.911
574.267,-47.5709,180.911
574.169,-47.5666,180.911
574.07,-47.5623,180.91
573.972,-47.558,180.91
573.873,-47.5536,180.91
573.775,-47.5492,180.91
573.676,-47.5448,180.91
573.577,-47.5404,180.91
573.479,-47.5359,180.91
573.38,-47.5314,180.91
573.281,-47.5269,180.91
573.183,-47.5224,180.91
573.084,-47.5178,180.909
572.985,-47.5132,180.909
572.886,-47.5086,180.909
572.787,-47.5039,180.909
572.688,-47.4993,180.909
572.59,-47.4946,180.909
572.491,-47.4898,180.909
572.392,-47.4851,180.909
572.293,-47.4803,180.908
572.194,-47.4755,180.908
572.095,-47.4706,180.908
571.996,-47.4657,180.908
571.896,-47.4608,180.908
571.797,-47.4559,180.908
571.698,-47.4509,180.908
571.599,-47.4459,180.908
571.5,-47.4408,180.907
571.401,-47.4358,180.907
571.301,-47.4307,180.907
571.202,-47.4255,180.907
571.103,-47.4203,180.907
571.003,-47.4151,180.907
570.904,-47.4099,180.907
570.805,-47.4046,180.907
570.705,-47.3993,180.906
570.606,-47.394,180.906
570.506,-47.3886,180.906
570.407,-47.3831,180.906
570.307,-47.3777,180.906
570.208,-47.3722,180.906
570.108,-47.3666,180.906
570.008,-47.361,180.905
569.909,-47.3554,180.905
569.809,-47.3497,180.905
569.709,-47.344,180.905
569.61,-47.3382,180.905
569.51,-47.3324,180.905
569.41,-47.3266,180.904
569.31,-47.3207,180.904
569.211,-47.3148,180.904
569.111,-47.3088,180.904
569.011,-47.3028,180.904
568.911,-47.2968,180.903
568.811,-47.2907,180.903
568.711,-47.2846,180.903
568.611,-47.2784,180.903
568.511,-47.2722,180.903
568.411,-47.2659,180.902
568.311,-47.2596,180.902
568.211,-47.2532,180.902
568.111,-47.2468,180.902
568.011,-47.2404,180.902
567.911,-47.2339,180.901
567.811,-47.2273,180.901
567.711,-47.2208,180.901
567.611,-47.2142,180.901
567.51,-47.2075,180.901
567.41,-47.2008,180.9
567.31,-47.194,180.9
567.21,-47.1872,180.9
567.109,-47.1804,180.9
567.009,-47.1735,180.899
566.909,-47.1665,180.899
566.808,-47.1595,180.899
566.708,-47.1525,180.898
566.607,-47.1453,180.898
566.507,-47.1382,180.898
566.406,-47.131,180.898
566.306,-47.1237,180.897
566.205,-47.1164,180.897
566.105,-47.109,180.897
566.004,-47.1016,180.897
565.904,-47.0941,180.896
565.803,-47.0866,180.896
565.702,-47.079,180.896
565.602,-47.0713,180.896
565.501,-47.0636,180.895
565.4,-47.0558,180.895
565.299,-47.048,180.895
565.198,-47.0401,180.895
565.097,-47.0322,180.895
564.997,-47.0243,180.895
564.896,-47.0163,180.894
564.795,-47.0082,180.894
564.694,-47.0001,180.894
564.593,-46.992,180.894
564.492,-46.9838,180.894
564.391,-46.9755,180.894
564.29,-46.9672,180.893
564.189,-46.9589,180.893
564.088,-46.9505,180.893
563.987,-46.942,180.893
563.885,-46.9335,180.893
563.784,-46.925,180.892
563.683,-46.9164,180.892
563.582,-46.9078,180.892
563.481,-46.8991,180.892
563.379,-46.8904,180.892
563.278,-46.8817,180.891
563.177,-46.8729,180.891
563.075,-46.8641,180.891
562.974,-46.8552,180.891
562.873,-46.8463,180.89
562.771,-46.8373,180.89
562.67,-46.8283,180.89
562.568,-46.8193,180.89
562.467,-46.8102,180.889
562.365,-46.8011,180.889
562.264,-46.7919,180.889
562.162,-46.7827,180.888
562.061,-46.7734,180.888
561.959,-46.7641,180.888
561.857,-46.7548,180.888
561.756,-46.7454,180.887
561.654,-46.736,180.887
561.552,-46.7265,180.887
561.451,-46.717,180.886
561.349,-46.7075,180.886
561.247,-46.6978,180.886
561.145,-46.6882,180.885
561.043,-46.6785,180.885
560.941,-46.6688,180.885
560.839,-46.659,180.884
560.737,-46.6492,180.884
560.635,-46.6394,180.884
560.534,-46.6295,180.884
560.431,-46.6196,180.883
560.329,-46.6096,180.883
560.227,-46.5996,180.883
560.125,-46.5896,180.882
560.023,-46.5795,180.882
559.921,-46.5693,180.882
559.819,-46.5592,180.882
559.716,-46.5489,180.881
559.614,-46.5387,180.881
559.512,-46.5284,180.881
559.409,-46.5181,180.88
559.307,-46.5077,180.88
559.205,-46.4973,180.88
559.102,-46.4869,180.88
559.0,-46.4764,180.879
558.897,-46.4658,180.879
558.795,-46.4553,180.879
558.692,-46.4446,180.878
558.59,-46.434,180.878
558.487,-46.4233,180.878
558.385,-46.4125,180.877
558.282,-46.4017,180.877
558.179,-46.3909,180.877
558.077,-46.38,180.877
557.974,-46.3691,180.876
557.871,-46.3581,180.876
557.768,-46.3471,180.876
557.666,-46.3361,180.876
557.563,-46.325,180.876
557.46,-46.3139,180.875
557.357,-46.3027,180.875
557.254,-46.2915,180.875
557.151,-46.2803,180.875
557.048,-46.269,180.874
556.945,-46.2577,180.874
556.842,-46.2463,180.874
556.739,-46.2348,180.874
556.636,-46.2234,180.874
556.533,-46.2118,180.873
556.43,-46.2003,180.873
556.327,-46.1886,180.873
556.223,-46.177,180.873
556.12,-46.1652,180.872
556.017,-46.1535,180.872
555.914,-46.1416,180.872
555.81,-46.1297,180.872
555.707,-46.1178,180.872
555.604,-46.1058,180.871
555.501,-46.0938,180.871
555.397,-46.0817,180.871
555.294,-46.0695,180.871
555.191,-46.0573,180.87
555.087,-46.0451,180.87
554.984,-46.0327,180.87
554.88,-46.0203,180.87
554.777,-46.0079,180.869
554.673,-45.9954,180.869
554.57,-45.9828,180.869
554.466,-45.9702,180.869
554.363,-45.9575,180.868
554.259,-45.9448,180.868
554.156,-45.9319,180.868
554.052,-45.9191,180.868
553.948,-45.9061,180.867
553.845,-45.8931,180.867
553.741,-45.88,180.867
553.637,-45.8668,180.867
553.534,-45.8536,180.866
553.43,-45.8404,180.866
553.326,-45.827,180.866
553.222,-45.8136,180.866
553.119,-45.8001,180.865
553.015,-45.7866,180.865
552.911,-45.773,180.865
552.807,-45.7593,180.865
552.703,-45.7455,180.864
552.599,-45.7317,180.864
552.495,-45.7178,180.864
552.391,-45.7038,180.864
552.287,-45.6898,180.863
552.183,-45.6757,180.863
552.079,-45.6615,180.863
551.975,-45.6473,180.863
551.871,-45.633,180.863
551.767,-45.6186,180.862
551.663,-45.6042,180.862
551.559,-45.5897,180.862
551.455,-45.5752,180.862
551.351,-45.5606,180.862
551.247,-45.5459,180.861
551.143,-45.5311,180.861
551.038,-45.5164,180.861
550.934,-45.5015,180.861
550.83,-45.4866,180.861
550.726,-45.4717,180.86
550.621,-45.4567,180.86
550.517,-45.4416,180.86
550.413,-45.4265,180.86
550.308,-45.4113,180.859
550.204,-45.396,180.859
550.1,-45.3807,180.859
549.995,-45.3653,180.859
549.891,-45.3498,180.858
549.786,-45.3343,180.858
549.682,-45.3187,180.858
549.577,-45.303,180.858
549.473,-45.2873,180.857
549.368,-45.2715,180.857
549.264,-45.2556,180.857
549.159,-45.2396,180.857
549.054,-45.2236,180.857
548.95,-45.2075,180.856
548.845,-45.1913,180.856
548.74,-45.175,180.856
548.636,-45.1587,180.856
548.531,-45.1423,180.856
548.426,-45.1259,180.856
548.321,-45.1094,180.856
548.216,-45.0928,180.856
548.112,-45.0762,180.856
548.007,-45.0595,180.856
547.902,-45.0428,180.855
547.797,-45.026,180.855
547.692,-45.0092,180.855
547.587,-44.9922,180.855
547.482,-44.9753,180.855
547.377,-44.9583,180.855
547.272,-44.9412,180.855
547.167,-44.9241,180.854
547.062,-44.9069,180.854
546.957,-44.8897,180.854
546.852,-44.8724,180.854
546.747,-44.855,180.854
546.642,-44.8376,180.853
546.536,-44.8201,180.853
546.431,-44.8025,180.853
546.326,-44.7849,180.853
546.221,-44.7672,180.853
546.115,-44.7495,180.853
546.01,-44.7317,180.852
545.905,-44.7138,180.852
545.799,-44.6959,180.852
545.694,-44.678,180.852
545.589,-44.6599,180.852
545.483,-44.6419,180.852
545.378,-44.6238,180.852
545.272,-44.6056,180.851
545.167,-44.5874,180.851
545.061,-44.5692,180.851
544.956,-44.5509,180.851
544.85,-44.5325,180.851
544.745,-44.5141,180.851
544.639,-44.4957,180.85
544.533,-44.4772,180.85
544.428,-44.4587,180.85
544.322,-44.4401,180.85
544.216,-44.4215,180.85
544.111,-44.4028,180.849
544.005,-44.3841,180.849
543.899,-44.3653,180.849
543.793,-44.3465,180.849
543.687,-44.3277,180.849
543.581,-44.3088,180.849
543.476,-44.2898,180.848
543.37,-44.2708,180.848
543.264,-44.2518,180.848
543.158,-44.2327,180.848
543.052,-44.2136,180.848
542.945,-44.1944,180.848
542.839,-44.1752,180.847
542.733,-44.156,180.847
542.627,-44.1367,180.847
542.521,-44.1174,180.847
542.415,-44.098,180.847
542.309,-44.0786,180.847
542.202,-44.0591,180.847
542.096,-44.0397,180.847
541.99,-44.0201,180.847
541.883,-44.0006,180.846
541.777,-43.981,180.846
541.671,-43.9613,180.846
541.564,-43.9416,180.846
541.458,-43.9219,180.846
541.351,-43.9022,180.846
541.245,-43.8824,180.846
541.138,-43.8626,180.846
541.031,-43.8428,180.846
540.925,-43.8229,180.846
540.818,-43.803,180.846
540.712,-43.7831,180.846
540.605,-43.7632,180.846
540.498,-43.7432,180.846
540.391,-43.7232,180.846
540.285,-43.7032,180.846
540.178,-43.6831,180.846
540.071,-43.663,180.846
539.964,-43.6429,180.846
539.857,-43.6228,180.846
539.75,-43.6026,180.846
539.643,-43.5824,180.846
539.536,-43.5622,180.846
539.429,-43.5419,180.846
539.322,-43.5216,180.846
539.215,-43.5013,180.846
539.108,-43.481,180.846
539.001,-43.4606,180.846
538.894,-43.4402,180.847
538.787,-43.4198,180.847
538.679,-43.3994,180.847
538.572,-43.3789,180.847
538.465,-43.3584,180.847
538.357,-43.338,180.847
538.25,-43.3175,180.847
538.143,-43.2969,180.848
538.035,-43.2764,180.848
537.928,-43.2558,180.848
537.82,-43.2352,180.848
537.713,-43.2146,180.848
537.605,-43.194,180.848
537.498,-43.1734,180.848
537.39,-43.1527,180.848
537.283,-43.1321,180.848
537.175,-43.1114,180.848
537.067,-43.0906,180.848
536.96,-43.0699,180.849
536.852,-43.0491,180.849
536.744,-43.0284,180.849
536.636,-43.0076,180.849
536.529,-42.9868,180.849
536.421,-42.9659,180.849
536.313,-42.9451,180.849
536.205,-42.9242,180.849
536.097,-42.9034,180.849
535.989,-42.8825,180.849
535.881,-42.8616,180.85
535.773,-42.8407,180.85
535.665,-42.8197,180.85
535.556,-42.7988,180.85
535.448,-42.7778,180.85
535.34,-42.7569,180.85
535.232,-42.7359,180.85
535.123,-42.7149,180.851
535.015,-42.6939,180.851
534.907,-42.6729,180.851
534.798,-42.6518,180.851
534.69,-42.6308,180.851
534.582,-42.6097,180.851
534.473,-42.5886,180.852
534.365,-42.5675,180.852
534.256,-42.5464,180.852
534.148,-42.5253,180.852
534.039,-42.5042,180.852
533.93,-42.483,180.852
533.822,-42.4618,180.853
533.713,-42.4407,180.853
533.604,-42.4195,180.853
533.495,-42.3983,180.853
533.387,-42.377,180.853
533.278,-42.3558,180.853
533.169,-42.3345,180.854
533.06,-42.3133,180.854
532.951,-42.292,180.854
532.842,-42.2707,180.854
532.733,-42.2494,180.854
532.624,-42.2281,180.855
532.515,-42.2068,180.855
532.406,-42.1854,180.855
532.297,-42.1641,180.855
532.188,-42.1427,180.855
532.079,-42.1213,180.856
531.97,-42.1,180.856
531.86,-42.0786,180.856
531.751,-42.0572,180.856
531.642,-42.0357,180.856
531.532,-42.0143,180.857
531.423,-41.9928,180.857
531.314,-41.9714,180.857
531.204,-41.9499,180.857
531.095,-41.9284,180.857
530.985,-41.9069,180.858
530.876,-41.8853,180.858
530.766,-41.8638,180.858
530.657,-41.8422,180.858
530.547,-41.8207,180.859
530.438,-41.7991,180.859
530.328,-41.7775,180.859
530.218,-41.7558,180.859
530.108,-41.7342,180.859
529.999,-41.7126,180.86
529.889,-41.6909,180.86
529.779,-41.6692,180.86
529.669,-41.6475,180.86
529.559,-41.6258,180.861
529.449,-41.6041,180.861
529.339,-41.5824,180.861
529.229,-41.5606,180.861
529.12,-41.5389,180.861
529.009,-41.5171,180.862
528.899,-41.4953,180.862
528.789,-41.4735,180.862
528.679,-41.4517,180.862
528.569,-41.4298,180.863
528.459,-41.408,180.863
528.349,-41.3861,180.863
528.238,-41.3642,180.863
528.128,-41.3423,180.864
528.018,-41.3204,180.864
527.907,-41.2984,180.864
527.797,-41.2765,180.865
527.686,-41.2545,180.865
527.576,-41.2325,180.865
527.466,-41.2105,180.865
527.355,-41.1885,180.866
527.244,-41.1665,180.866
527.134,-41.1444,180.866
527.023,-41.1223,180.867
526.913,-41.1003,180.867
526.802,-41.0781,180.867
526.691,-41.056,180.867
526.581,-41.0339,180.868
526.47,-41.0117,180.868
526.359,-40.9896,180.868
526.248,-40.9674,180.869
526.137,-40.9452,180.869
526.026,-40.9229,180.869
525.915,-40.9007,180.87
525.805,-40.8785,180.87
525.694,-40.8562,180.87
525.583,-40.8339,180.871
525.471,-40.8116,180.871
525.36,-40.7893,180.871
525.249,-40.767,180.872
525.138,-40.7447,180.872
525.027,-40.7223,180.872
524.916,-40.7,180.872
524.805,-40.6776,180.873
524.693,-40.6552,180.873
524.582,-40.6328,180.873
524.471,-40.6104,180.874
524.359,-40.5879,180.874
524.248,-40.5655,180.874
524.136,-40.543,180.875
524.025,-40.5205,180.875
523.913,-40.498,180.875
523.802,-40.4755,180.876
523.69,-40.453,180.876
523.579,-40.4304,180.876
523.467,-40.4079,180.877
523.356,-40.3853,180.877
523.244,-40.3627,180.877
523.132,-40.3401,180.878
523.02,-40.3175,180.878
522.909,-40.2948,180.878
522.797,-40.2722,180.879
522.685,-40.2495,180.879
522.573,-40.2269,180.879
522.461,-40.2042,180.88
522.349,-40.1815,180.88
522.237,-40.1587,180.88
522.125,-40.136,180.881
522.013,-40.1133,180.881
521.901,-40.0905,180.881
521.789,-40.0678,180.882
521.677,-40.045,180.882
521.565,-40.0222,180.882
521.453,-39.9994,180.883
521.341,-39.9766,180.883
521.228,-39.9537,180.883
521.116,-39.9309,180.884
521.004,-39.908,180.884
520.891,-39.8851,180.884
520.779,-39.8622,180.885
520.667,-39.8393,180.885
520.554,-39.8164,180.885
520.442,-39.7935,180.886
520.329,-39.7705,180.886
520.217,-39.7476,180.886
520.104,-39.7246,180.887
519.991,-39.7016,180.887
519.879,-39.6786,180.887
519.766,-39.6556,180.888
519.654,-39.6326,180.888
519.541,-39.6096,180.889
519.428,-39.5865,180.889
519.315,-39.5635,180.889
519.202,-39.5404,180.89
519.089,-39.5173,180.89
518.977,-39.4943,180.891
518.864,-39.4711,180.891
518.751,-39.448,180.891
518.638,-39.4249,180.892
518.525,-39.4018,180.892
518.412,-39.3786,180.893
518.299,-39.3555,180.893
518.185,-39.3323,180.894
518.072,-39.3091,180.894
517.959,-39.2859,180.894
517.846,-39.2627,180.895
517.733,-39.2395,180.895
517.619,-39.2163,180.896
517.506,-39.193,180.896
517.393,-39.1698,180.897
517.279,-39.1465,180.897
517.166,-39.1233,180.897
517.053,-39.1,180.898
516.939,-39.0767,180.898
516.826,-39.0534,180.899
516.712,-39.0301,180.899
516.599,-39.0068,180.9
516.485,-38.9834,180.9
516.371,-38.9601,180.901
516.258,-38.9367,180.901
516.144,-38.9134,180.902
516.03,-38.89,180.902
515.916,-38.8666,180.903
515.803,-38.8432,180.903
515.689,-38.8198,180.904
515.575,-38.7964,180.904
515.461,-38.773,180.904
515.347,-38.7496,180.905
515.233,-38.7262,180.905
515.119,-38.7027,180.906
515.005,-38.6792,180.906
514.891,-38.6558,180.907
514.777,-38.6323,180.907
514.663,-38.6088,180.908
514.549,-38.5853,180.908
514.435,-38.5618,180.909
514.321,-38.5383,180.909
514.206,-38.5148,180.91
514.092,-38.4913,180.91
513.978,-38.4678,180.911
513.864,-38.4442,180.911
513.749,-38.4207,180.911
513.635,-38.3971,180.912
513.521,-38.3736,180.912
513.406,-38.35,180.913
513.292,-38.3264,180.913
513.177,-38.3028,180.914
513.063,-38.2792,180.914
512.948,-38.2556,180.915
512.833,-38.232,180.915
512.719,-38.2084,180.915
512.604,-38.1848,180.916
512.489,-38.1611,180.916
512.375,-38.1375,180.917
512.26,-38.1138,180.917
512.145,-38.0902,180.918
512.03,-38.0665,180.918
511.915,-38.0428,180.919
511.801,-38.0191,180.919
511.686,-37.9954,180.92
511.571,-37.9717,180.92
511.456,-37.948,180.921
511.341,-37.9243,180.921
511.226,-37.9006,180.922
511.111,-37.8768,180.922
510.995,-37.8531,180.923
